gameid,roundNum,targetHex,alt1Hex,alt2Hex,clickStatus,strippedContents,cleanMsg
3922-a,46,#5959A6,#6706F9,#C1D52A,target,duller purple,duller purple
3922-a,47,#8E916E,#7F8C73,#84748B,target,tan with more taupe not grayish,tan taupe grayish
3922-a,48,#B122DD,#49A0B6,#E0561F,target,purple,purple
3922-a,49,#8D5BA4,#8E7183,#BD428E,target,purple   brighter,purple brighter
3922-a,50,#619E7E,#8B8B74,#798686,target,green,green
7179-0,1,#FE0180,#C23D3D,#724DB3,target,The brightest one,brightest one
7179-0,2,#8A6C93,#55AA80,#C3C33C,target,flower color with a nice smell,flower color nice smell
7179-0,3,#25A1DA,#38C7C5,#8C8873,distr1,the brightest of the two similar,brightest two similar
7179-0,4,#B84763,#956A8C,#DA2580,distr1,mave,mave
7179-0,4,#B84763,#956A8C,#DA2580,distr1,yes but not the brighter,yes brighter
7179-0,5,#40BF73,#98C837,#8AA35C,distr2,candy flavor,candy flavor
7179-0,5,#40BF73,#98C837,#8AA35C,distr2,yes,yes
7179-0,6,#904EB1,#AA5580,#C73876,target,same flower color as before,flower color
7179-0,7,#24DB55,#4D9EB3,#817F7E,target,grass or candy flavor,grass candy flavor
7179-0,8,#F40BC9,#636E9C,#4D99B3,target,hot,hot
7179-0,9,#137FEC,#8CDE21,#A25D9A,target,sky,sky
7179-0,10,#1845E7,#C337C8,#2FD055,target,cloudless sky,cloudless sky
7179-0,11,#8D6996,#B44B81,#996679,target,flower color as before,flower color
7179-0,12,#5E11EE,#5264AD,#4D4DB3,distr2,flower color,flower color
7179-0,13,#21DE6D,#B0E718,#6E8191,target,grass,grass
7179-0,14,#7A758A,#7E7E81,#E92B16,target,same flower color  the darker of the two,flower color darker two
7179-0,15,#B52BD4,#3ACD32,#79748B,target,hot,hot
7179-0,16,#0EF152,#3BCC33,#B1A94E,target,grass  lighter of the two,grass lighter two
7179-0,17,#808080,#0921F6,#21FB04,target,stormy cloud color,stormy cloud color
7179-0,18,#7B738C,#525BAD,#44D52A,distr1,almost stormy cloud color,almost stormy cloud color
7179-0,19,#857A82,#A45B5F,#966976,distr2,same flower color,flower color
7179-0,20,#2BC8D4,#14EBC3,#B64997,target,ocean or baby,ocean baby
7179-0,21,#3A25DA,#6613EC,#18E74F,target,not the same flower or the grass,flower grass
7179-0,22,#C238C7,#F708AB,#659A9A,target,not hot or storm cloud color,hot storm cloud color
7179-0,23,#DD6422,#7052AD,#C63976,target,citrus fruit,citrus fruit
7179-0,24,#80817E,#03FCDF,#D52A60,target,mix of black and white,mix black white
7179-0,25,#98639C,#C13EB8,#85A659,target,same flower color,flower color
7179-0,26,#D02F75,#8E6E91,#D926A3,target,not the brightest or the storm cloud,brightest storm cloud
7179-0,27,#883DC2,#0E43F1,#5E47B8,target,same flower color,flower color
7179-0,28,#A7586E,#5BA49C,#40DF20,target,not ocean or grass,ocean grass
7179-0,29,#40F609,#7CB04F,#827D80,target,neon,neon
7179-0,30,#88AA55,#B36F4D,#7A8582,distr1,pale neon,pale neon
7179-0,31,#45BA8B,#18E742,#93BA45,target,baby  ocean,baby ocean
7179-0,32,#B226D9,#03FCE3,#758A79,distr1,hot,hot
7179-0,33,#B83CC3,#778588,#C603FC,target,not the hot or stormy color,hot stormy color
7179-0,34,#8E59A6,#DE17E8,#169FE9,target,flower color as before  not hot or baby,flower color hot baby
7179-0,35,#2F98D0,#9F6160,#0BF427,target,baby  ocean,baby ocean
7179-0,36,#B34DAF,#765DA2,#882BD4,target,baby girl,baby girl
7179-0,37,#0954F6,#4E8BB1,#3B6DC4,distr1,sky  bright,sky bright
7179-0,38,#92C33C,#A3B34D,#8CFA05,target,grass,grass
7179-0,38,#92C33C,#A3B34D,#8CFA05,target,not the bright one,bright one
7179-0,38,#92C33C,#A3B34D,#8CFA05,target,lighter,lighter
7179-0,39,#BB446E,#FC036F,#3AFA05,distr2,not neon grass or hot,neon grass hot
7179-0,40,#0116FE,#788287,#BF4048,target,sky,sky
7179-0,41,#1BE4A4,#0FF083,#C0C738,target,baby  boy,baby boy
7179-0,42,#6E936C,#9DB649,#454FBA,target,stormy cloud,stormy cloud
7179-0,43,#CB3734,#E62019,#7701FE,target,not the flower or fire,flower fire
7179-0,44,#7F1BE4,#3328D7,#3760C8,target,same flower color,flower color
7179-0,45,#788587,#7E817E,#5781A8,target,not the baby boy or ash color,baby boy ash color
7179-0,45,#788587,#7E817E,#5781A8,target,darker,darker
7179-0,46,#33CC63,#42BD9A,#778880,target,flavoring  also candy flavor   grass,flavoring also candy flavor grass
7179-0,47,#37ABC8,#BF407B,#3DC284,target,baby boy,baby boy
7179-0,48,#62D02F,#4BB47C,#2FD05F,target,citrus fruit,citrus fruit
7179-0,49,#505EAF,#6C6E93,#57A864,target,same flower color  darker of the two,flower color darker two
7179-0,50,#FE1F01,#CB3C34,#B65049,target,fire,fire
9960-e,1,#0DF287,#956A70,#F20DD7,target,green,green
9960-e,2,#7D738C,#826E91,#A4B946,distr1,less vivid of purple,less vivid purple
9960-e,3,#198AE6,#698696,#79DE21,target,blue,blue
9960-e,4,#91A45B,#2C1FE0,#8C619E,target,olive,olive
9960-e,5,#857B7A,#9A8765,#83827C,distr2,perfect gray,perfect gray
9960-e,6,#639C6A,#70AD52,#6C937C,distr2,bluish green,bluish green
9960-e,7,#C3EB14,#BEB441,#B9C738,target,bright yellow,bright yellow
9960-e,8,#99629D,#798286,#CD32B9,target,dull purple,dull purple
9960-e,9,#8E6C93,#40C639,#6B9486,target,purple ,purple
9960-e,10,#38C7B6,#03FC13,#94AF50,target,blue,blue
9960-e,11,#A412ED,#E308F7,#756996,target,middleground shade of purple,middleground shade purple
9960-e,11,#A412ED,#E308F7,#756996,target,well the darker purple,well darker purple
9960-e,12,#EB8A14,#DE21BE,#6E6699,target,orange,orange
9960-e,13,#67A45B,#B98B46,#96696B,target,green,green
9960-e,14,#0F7CF0,#8E58A7,#9F8960,target,blue,blue
9960-e,15,#8B8874,#8BC639,#636E9C,target,gray,gray
9960-e,16,#4809F6,#AD0DF2,#EE118E,target,blue,blue
9960-e,17,#ACD22D,#245EDB,#7D7F82,target,yell,yell
9960-e,18,#A15E82,#46BB44,#4029D6,target,pin,pin
9960-e,19,#59A67D,#34CB85,#E21DD5,target,dul gree,dul gree
9960-e,20,#6C37C8,#4721DE,#8E718A,target,purpl,purpl
9960-e,21,#BAC837,#3BC456,#93AC53,target,yel,yel
9960-e,22,#4DB392,#F23B0D,#A65969,target,blu,blu
9960-e,23,#0DF20D,#2AD535,#8CCC33,target,brit gree,brit gree
9960-e,24,#DE9C21,#77B14E,#F00F1B,target,org,org
9960-e,25,#A15E84,#85609F,#50AFA1,target,pink,pink
9960-e,26,#A103FC,#9358A7,#4D57B3,target,brite purp,brite purp
9960-e,27,#17E82F,#39C680,#0A1EF5,target,birte green,birte green
9960-e,28,#5557AA,#A658A7,#0EF147,target,blue,blue
9960-e,29,#D02F6A,#B544BB,#6FC43B,target,pink,pink
9960-e,30,#A35C88,#8D6E91,#956A72,target,most pink,pink
9960-e,31,#77708F,#A65965,#32E41B,target,gray,gray
9960-e,32,#F04F0F,#B66B49,#9958A7,target,org,org
9960-e,33,#996683,#ED1275,#A65961,target,gray,gray
9960-e,34,#9A658A,#C43B7D,#B34D5E,target,gray,gray
9960-e,35,#F9BC06,#776E91,#C604FB,target,yel,yel
9960-e,36,#848679,#7D7D82,#11EED8,distr1,lighter gray,lighter gray
9960-e,37,#8D4BB4,#5E1BE4,#2920DF,target,pink,pink
9960-e,38,#26D9D6,#57A3A8,#999E61,target,brt blu,brt blu
9960-e,39,#778884,#8F8D70,#817D82,target,more blue than gray,blue gray
9960-e,40,#19D1E6,#24DBD8,#19B9E6,distr1,not the darkest blue,darkest blue
9960-e,41,#34CB64,#A9C43B,#94E41B,target,not the puke greens  teal,puke greens teal
9960-e,42,#F50ACA,#7C8383,#B84776,target,brt pink,brt pink
9960-e,43,#5928D7,#4E4AB5,#A02FD0,distr1,lighter blu,lighter blu
9960-e,44,#0DF265,#7E8081,#20ACDF,target,gre,gre
9960-e,45,#A25D9C,#847887,#CBC834,target,pink,pink
9960-e,46,#6C9381,#4EAEB1,#9E618F,target,gray,gray
9960-e,47,#619E93,#0AF5F5,#986788,target,gray,gray
9960-e,48,#A15E61,#A25D74,#D4992B,distr1,that kind of pink that makes you think grandma,kind pink makes think grandma
9960-e,49,#D12E8A,#EC13C1,#95FE01,target,duller pink,duller pink
9960-e,50,#699678,#79867D,#7D9966,target,the most blue,blue
8757-5,1,#1B36E4,#8153AC,#2685D9,target,Ok  here we go  It's darker than the other one ,ok go darker one
8757-5,2,#53AC96,#17E8D3,#1F22E0,distr2,Howdy  Again  darker ,howdy darker
8757-5,3,#29B6D6,#629D93,#E69E19,target,Lighter  but not a fruit,lighter fruit
8757-5,5,#7F5EA1,#2D45D2,#949A65,target,Flowery,flowery
8757-5,6,#914DB3,#BA8045,#5CF609,target,Same as flowery  but slightly darker,flowery slightly darker
8757-5,7,#815CA3,#98678E,#86718E,target,Hmmm Darkest of the bunch  I guess ,hmmm darkest bunch guess
8757-5,8,#718E81,#738A8C,#C43B76,distr1,MTG,mtg
8757-5,8,#718E81,#738A8C,#C43B76,distr1,Ceedj   CJ  Hey Wilma ,ceedj cj hey wilma
8757-5,8,#718E81,#738A8C,#C43B76,distr1,Darker  not bright,darker bright
8757-5,9,#7CEC13,#3065CF,#E619B6,distr2,Will peel your eyes off,will peel eyes
8757-5,9,#7CEC13,#3065CF,#E619B6,distr2,Haha I meant the color,haha meant color
8757-5,10,#7350AF,#2066DF,#524FB0,distr2,Working on it  Hmmm  darkest ,working hmmm darkest
8757-5,11,#868179,#7E7F81,#7E827D,distr2,Dangit,dangit
8757-5,12,#BE416D,#A35C83,#8E54AB,target,Rose colored ,rose colored
8757-5,12,#BE416D,#A35C83,#8E54AB,target,Darker,darker
8757-5,13,#7D7C83,#47B871,#EC138E,target,BAM,bam
8757-5,13,#7D7C83,#47B871,#EC138E,target,Very little color,little color
8757-5,14,#E28D1D,#FB0490,#8FDB24,target,Not an apple  but an       ,apple
8757-5,15,#B0964F,#DAB625,#A28D5D,distr2,Haha  it's turning into Pyramid,haha turning pyramid
8757-5,15,#B0964F,#DAB625,#A28D5D,distr2,Darkest,darkest
8757-5,16,#DDB422,#8241BE,#868F70,target,Lemony,lemony
8757-5,17,#77718E,#A328D7,#5BA488,target,Heh  Absence of color,heh absence color
8757-5,18,#2CF708,#87EE11,#BDF40B,target,Wow  my monitor is about to throw up  Darkerest ,wow monitor throw darkerest
8757-5,19,#CF3055,#A15E73,#66996A,target,Rose colored,rose colored
8757-5,19,#CF3055,#A15E73,#66996A,target,Rosey,rosey
8757-5,20,#FE1B01,#D5472A,#3DC244,target,Darkest,darkest
8757-5,21,#668999,#AD52AC,#2BD442,target,Middle ground,middle ground
8757-5,22,#8C738A,#76609F,#A25D73,target,Colorless  Making it fun   p,colorless making fun p
8757-5,23,#8F32CD,#7DA45B,#808080,target,MTG     poppy,mtg poppy
8757-5,24,#7741BE,#053EFA,#A328D7,distr1,Darkest,darkest
8757-5,25,#0E52F1,#609F66,#12ED57,target,That one again ,one
8757-5,26,#A359A6,#996689,#7C58A7,distr1,In between,
8757-5,27,#2BD434,#28F20D,#A0B649,target,Middle dark,middle dark
8757-5,28,#B539C6,#C43BA9,#817E7E,distr1,Right on  Slightly darker,right slightly darker
8757-5,29,#26F50A,#698E96,#B56C4A,target,Funny  I am painter  but I don't pick colors  Um  Bright,funny painter pick colors um bright
8757-5,30,#73858C,#17E856,#EC1395,target,No color,color
8757-5,31,#2618E7,#8F4BB4,#91886E,target,The sky is          ,sky
8757-5,32,#F1F906,#BBD12E,#6118E7,target,The sun is            not the pukey one ,sun pukey one
8757-5,34,#26D935,#0FF044,#C2D629,target,Darker of the two ,darker two
8757-5,35,#867986,#7D7C83,#808080,target,Not grey  good luck  ,grey good luck
8757-5,36,#E8D017,#CB3475,#878078,target,Sunny ,sunny
8757-5,37,#78ED12,#1DF10E,#B7CF30,target,Haha  Not pukey or bright,haha pukey bright
8757-5,38,#4FB0A8,#778C73,#AB5470,target,Sky,sky
8757-5,39,#7559A6,#D725DA,#7A8582,target,MTG     poppi again,mtg poppi
8757-5,40,#394AC6,#9A3EC1,#8753AC,target,Sky,sky
8757-5,41,#63819C,#778088,#E99F16,distr1,Some color  not bright  kinda sky,color bright kinda sky
8757-5,42,#5275AD,#7411EE,#45BE41,target,Sky,sky
8757-5,43,#868579,#808080,#1975E6,target,Lighter than the other,lighter
8757-5,44,#120EF1,#1C30E3,#564EB1,target,Darkest one,darkest one
8757-5,45,#11EE62,#5E19E6,#45B6BA,target,Grass,grass
8757-5,46,#1FE022,#6329D6,#4E9CB1,target,Repeat ,repeat
8757-5,47,#482DD2,#9B08F7,#5D3EC1,target,Darker than the other ,darker
8757-5,48,#32CD8C,#689D62,#8732CD,target,Easter grass,easter grass
8757-5,49,#808080,#6A7495,#CF3055,target,Topical  huh   p Um  no color,topical huh p um color
8757-5,50,#F40B1B,#A2665D,#D40DF2,target,You too ,
8757-5,50,#F40B1B,#A2665D,#D40DF2,target,Blood ,blood
9680-6,1,#F96706,#B1954E,#28D788,target,It's the orange one,orange one
9680-6,2,#773DC2,#725BA4,#C8379F,distr1,It's the darker purple one,darker purple one
9680-6,2,#773DC2,#725BA4,#C8379F,distr1,the darkest purple one that isn't magenta,darkest purple one magenta
9680-6,3,#7CA15E,#29D640,#4BB462,target,the olive one,olive one
9680-6,4,#827D81,#846E91,#4175BE,target,the grey one,grey one
9680-6,5,#476DB8,#19E6E2,#A730CF,distr1,the blue one,blue one
9680-6,6,#D309F6,#F20D8B,#6A7695,target,the one that is the most purple  not the fuscia or the cornflower blue ,one purple fuscia cornflower blue
9680-6,7,#78BB44,#A3A05C,#BA454B,target,the green one  not the olive one ,green one olive one
9680-6,8,#17E8A9,#1144EE,#74858B,target,the seafoam green one,seafoam green one
9680-6,9,#55CF30,#ADE817,#05FA73,target,the darkest green one,darkest green one
9680-6,10,#41BE77,#5BA469,#17E84F,target,the lighter muted green  not the bright green ,lighter muted green bright green
9680-6,11,#72B946,#1BE472,#54AB6A,distr2,the darkest olive one,darkest olive one
9680-6,12,#12ED16,#1FE0A9,#868079,target,the bright green,bright green
9680-6,13,#50C738,#6EE718,#1F5FE0,target,the darker green,darker green
9680-6,14,#2241DD,#AB2ED1,#BABE41,target,the blue one,blue one
9680-6,15,#A35C82,#B54A8A,#DE2192,target,the least saturated one,least saturated one
9680-6,15,#A35C82,#B54A8A,#DE2192,target,it's ok  I mean the least bright  most muted,ok mean least bright muted
9680-6,16,#659A6F,#C6B839,#DA2576,target,the green one,green one
9680-6,17,#5AD02F,#4ABF40,#309ACF,target,the brighter green,brighter green
9680-6,18,#9E6195,#8F708E,#E01F38,distr1,the darker purple,darker purple
9680-6,18,#9E6195,#8F708E,#E01F38,distr1,the less muted one,less muted one
9680-6,19,#F40BC5,#B54A6C,#676E98,distr1,the magenta one,magenta one
9680-6,20,#BE6941,#659A69,#AC537B,target,the orange one,orange one
9680-6,21,#40BF48,#66AC53,#80956A,target,the brightest most neon esque green,brightest neon esque green
9680-6,22,#BDAC42,#E3AE1C,#13EC2C,target,the more brownish one  not the the one that looks sort of yellow ,brownish one one looks sort yellow
9680-6,23,#F95F06,#5B59A6,#88777C,target,the orange one,orange one
9680-6,24,#C33C76,#9C638C,#AB5478,target,the brightest one,brightest one
9680-6,25,#62AF50,#48CF30,#08F75C,target,the darkest most muted green,darkest muted green
9680-6,26,#C85637,#29D69F,#5275AD,target,the oraange one,oraange one
9680-6,27,#B14E7C,#AA558F,#934AB5,target,the more red purple  not the muted one ,red purple muted one
9680-6,28,#3EC158,#91756E,#E4FE01,target,the green one,green one
9680-6,29,#0EF1B4,#3BC490,#CFEC13,target,the brighter teal,brighter teal
9680-6,30,#9D9F60,#968D69,#699680,target,the more yellow one,yellow one
9680-6,31,#867982,#817E7F,#8E8771,distr2,the grey with the most red in it,grey red
9680-6,32,#1CE329,#18E79E,#36C94C,target,the brightest kelly green,brightest kelly green
9680-6,33,#EC13DD,#45BAB2,#0DF246,target,the magenta one,magenta one
9680-6,34,#30AACF,#669199,#627E9D,target,the brightest blue,brightest blue
9680-6,35,#E8C917,#5B92A4,#E817B7,target,the yellow one,yellow one
9680-6,36,#76906F,#82AA55,#26D9BB,target,the most muted grey green,muted grey green
9680-6,37,#3EC33C,#04FB3E,#79867E,target,the less bright of the greens,less bright greens
9680-6,38,#7B7887,#3CC3B3,#FB04A9,target,the grey one,grey one
9680-6,39,#C64339,#F10E4E,#F9C806,target,the more orange red,orange red
9680-6,40,#3CC382,#55AA9D,#5BA659,target,the palest green  not the blue ,palest green blue
9680-6,41,#25DA89,#63FB04,#697D96,target,the less bright green,less bright green
9680-6,42,#4470BB,#88B54A,#81807E,target,the blue one,blue one
9680-6,43,#4EB16C,#5BE41B,#76B04F,target,not the bright green or the more olive green,bright green olive green
9680-6,44,#BB44AB,#EB1495,#C94736,target,the least bright purple ish color,least bright purple ish color
9680-6,45,#7A8581,#DD6422,#2BD4B8,target,the grey one,grey one
9680-6,46,#17E85D,#8F7072,#0BD8F4,target,the green one,green one
9680-6,47,#81827D,#4BE817,#FB04B5,target,the grey one,grey one
9680-6,48,#798778,#59A857,#D56E2A,target,the grey one,grey one
9680-6,49,#16E97C,#19E6B3,#45BA89,target,the green with the least amount of blue in it,green least amount blue
9680-6,50,#FAA805,#807788,#B0774F,target,the yellowest one,yellowest one
5368-b,1,#71C738,#8D9F60,#E91691,target,green,green
5368-b,2,#42B3BD,#114FEE,#BFB040,target,light blue,light blue
5368-b,3,#BD7542,#748B89,#A53DC2,target,orangish,orangish
5368-b,4,#808080,#49B6AB,#0820F7,target,gray,gray
5368-b,5,#F00FC7,#86E31C,#87787E,target,pink,pink
5368-b,6,#C13E97,#94826B,#5959A6,target,pink again,pink
5368-b,7,#987B67,#808080,#8E7F71,target,cremish,cremish
5368-b,7,#987B67,#808080,#8E7F71,target,darker brown actually ,darker brown actually
5368-b,7,#987B67,#808080,#8E7F71,target,sorry  ,sorry
5368-b,8,#0BF45D,#74818B,#A35C7B,target,green,green
5368-b,9,#B1514E,#818679,#61669E,target,red orange,red orange
5368-b,10,#A5B54A,#1CE3D9,#6F8290,target,green,green
5368-b,11,#6B948D,#4AA7B5,#38B9C7,target,very dull blue,dull blue
5368-b,12,#28D73F,#8DC33C,#6F9083,target,lemon green which is the brightest,lemon green brightest
5368-b,13,#BF409F,#AC5387,#795DA2,distr1,dark pink,dark pink
5368-b,14,#2BD4AC,#44BB97,#50AF58,target,teal,teal
5368-b,15,#88946B,#3937C8,#D5EB14,target,cream brown,cream brown
5368-b,16,#761CE3,#837C7F,#52AD83,distr1,purple,purple
5368-b,17,#857A81,#A2765D,#868279,distr1,darker gray or brown,darker gray brown
5368-b,18,#F2F609,#986782,#4681B9,target,yellow ,yellow
5368-b,19,#F7088B,#D22D9E,#2320DF,target,dark pink,dark pink
5368-b,20,#BE1CE3,#D22DCD,#2B34D4,distr1,light purple,light purple
5368-b,21,#639C65,#60A857,#B85347,target,dull green,dull green
5368-b,22,#E3651C,#4D86B3,#3BC4A9,target,orange,orange
5368-b,23,#93BA45,#7BA45B,#7A5DA2,target,green lemonish type,green lemonish type
5368-b,23,#93BA45,#7BA45B,#7A5DA2,target,or brighter one ,brighter one
5368-b,24,#3CF00F,#4BDB24,#CC3375,target,very bright green,bright green
5368-b,25,#61929E,#7C837D,#BD4265,target,blue,blue
5368-b,26,#8D6E91,#A35C8F,#7A8E71,target,dull purple,dull purple
5368-b,27,#8B7974,#9C8063,#B0664F,target,not the orange or the brown ,orange brown
5368-b,27,#8B7974,#9C8063,#B0664F,target,the grayish one,grayish one
5368-b,28,#04FBC1,#2FD0B0,#11EED8,target,green which is brighter,green brighter
5368-b,29,#7D7887,#808080,#5D7DA2,target,in between purple and pinkish color,purple pinkish color
5368-b,29,#7D7887,#808080,#5D7DA2,target,not the blue or gray one,blue gray one
5368-b,30,#1D4BE2,#8E7271,#6D9D62,target,blue,blue
5368-b,31,#0B17F4,#654BB4,#509CAF,target,blue again brighter,blue brighter
5368-b,32,#889E61,#68AA55,#C33C6D,target,dull green not the brighter one,dull green brighter one
5368-b,33,#7E8679,#A1805E,#808080,target,gray dull,gray dull
5368-b,34,#80B649,#22DD51,#A65E59,target,less brighter green,less brighter green
5368-b,35,#798685,#6F7E90,#6C9387,target,gray proper,gray proper
5368-b,36,#41BE94,#0FF0C7,#45BA80,target,teal,teal
5368-b,36,#41BE94,#0FF0C7,#45BA80,target,sorry dull green,sorry dull green
5368-b,37,#E94716,#0AF512,#5D0DF2,target,orange,orange
5368-b,38,#6746B9,#D00DF2,#AD5276,target,purple ,purple
5368-b,38,#6746B9,#D00DF2,#AD5276,target,not the brighter one ,brighter one
5368-b,38,#6746B9,#D00DF2,#AD5276,target,the real purple between the two pinks,real purple two pinks
5368-b,39,#79A758,#6B9669,#95926A,target,bright green from all the three,bright green three
5368-b,40,#3EDD22,#CD1BE4,#451DE2,target,green,green
5368-b,41,#C1C837,#92A25D,#A7C43B,target,brigher yellow,brigher yellow
5368-b,41,#C1C837,#92A25D,#A7C43B,target,brighter,brighter
5368-b,42,#D12E5C,#C23D80,#C43B9D,target,darker pink,darker pink
5368-b,42,#D12E5C,#C23D80,#C43B9D,target,darkest of all,darkest
5368-b,43,#36C96E,#F609CB,#708F8D,target,green,green
5368-b,44,#244BDB,#4E7FB1,#416DBE,target,bright blue,bright blue
5368-b,45,#26D95F,#25E41B,#B45B4B,target,dull green,dull green
5368-b,46,#A35C88,#DB245E,#CBCD32,target,pruple ,pruple
5368-b,46,#A35C88,#DB245E,#CBCD32,target,purple,purple
5368-b,47,#ADF10E,#28D74B,#72E41B,target,brightest yellow,brightest yellow
5368-b,48,#758E71,#A66559,#791BE4,target,gray,gray
5368-b,49,#946C6B,#9C6387,#D77128,target,not the orange or the purple,orange purple
5368-b,50,#9636C9,#7F1BE4,#75E718,target,purple,purple
5368-b,50,#9636C9,#7F1BE4,#75E718,target,brighter,brighter
5472-0,1,#363AC9,#5F5BA4,#9C2AD5,target,bright blue,bright blue
5472-0,2,#2BD48E,#96C33C,#4AB54C,distr1,bright green,bright green
5472-0,3,#837C81,#768F70,#CC06F9,target,darkest gray,darkest gray
5472-0,4,#746E91,#64F708,#B44B4F,target,purple,purple
5472-0,5,#DD8322,#817F7E,#CFD728,target,orange,orange
5472-0,6,#B024DB,#4A40BF,#C3893C,target,purple,purple
5472-0,7,#5E50AF,#A638C7,#4E59B1,target,purplish blue,purplish blue
5472-0,8,#C80DF2,#8144BB,#9D45BA,target,brightest purple,brightest purple
5472-0,9,#ED1220,#6245BA,#827D7F,target,red,red
5472-0,10,#F2610D,#D4AF2B,#6C9293,target,orange,orange
5472-0,11,#7A7F85,#8E8271,#88777C,distr1,normal gray color,normal gray color
5472-0,12,#50AAAF,#03CFFC,#7652AD,target,not the bright blue but the other blue,bright blue blue
5472-0,13,#8CDF20,#968869,#28D7D5,target,green,green
5472-0,14,#914BB4,#773DC2,#C936B6,target,purple,purple
5472-0,15,#6A7895,#859966,#29D6A2,target,blue gray,blue gray
5472-0,16,#6A30CF,#C83737,#8B7476,target,blue,blue
5472-0,17,#837C7D,#7A8485,#71828E,target,brownish gray,brownish gray
5472-0,18,#B14E95,#787E87,#28D739,target,purple,purple
5472-0,19,#C63999,#8A32CD,#B14E8E,target,the brightest pink ,brightest pink
5472-0,20,#916699,#887784,#9D6278,target,purple,purple
5472-0,21,#7E7F81,#668599,#28D771,target,gray,gray
5472-0,22,#5C53AC,#AF50A5,#6A957A,target,blue,blue
5472-0,23,#8EEC13,#0BF43A,#49B6A0,target,second brightest green,second brightest green
5472-0,24,#6329D6,#CE0FF0,#8F7071,target,blue,blue
5472-0,25,#74838B,#8F8570,#F60909,target,blue gray,blue gray
5472-0,26,#D218E7,#828778,#65759A,target,purple,purple
5472-0,27,#609F66,#C43B6F,#0B83F4,target,green,green
5472-0,28,#86936C,#6E8A91,#21DE76,target,brownish green,brownish green
5472-0,29,#90B04F,#34CB5A,#A0C936,target,darkest green,darkest green
5472-0,30,#8D4DB3,#A657A8,#906A95,target,the purple that stands out the most,purple stands
5472-0,31,#D5C12A,#54AB9B,#34CB52,target,yellow,yellow
5472-0,32,#997266,#C23D5C,#5065AF,target,brownish color,brownish color
5472-0,33,#A14FB0,#B94696,#2632D9,target,normal purple color,normal purple color
5472-0,34,#EFF708,#CAE916,#758A82,target,yellow that isn't greenish ,yellow greenish
5472-0,35,#62AD52,#0FF01E,#936798,target,darkest green,darkest green
5472-0,36,#9F6089,#827C83,#9E616C,target,purple that isn't pinkish,purple pinkish
5472-0,37,#46DA25,#3DC43B,#8AA857,target,bright green,bright green
5472-0,38,#778879,#7CA659,#11F609,target,gray,gray
5472-0,39,#30EC13,#63AC53,#C1D12E,target,bright green,bright green
5472-0,40,#A88457,#827986,#7B8C73,target,orange brown color,orange brown color
5472-0,41,#25B6DA,#41BE41,#0FF0D2,target,the darker blue ,darker blue
5472-0,42,#054FFA,#8D44BB,#5534CB,target,bright blue,bright blue
5472-0,43,#93A35C,#989067,#738C82,target,green,green
5472-0,44,#B54A7E,#CD3287,#7217E8,target,darker pink ,darker pink
5472-0,45,#E718D2,#B34DB1,#E80BF4,target,pink,pink
5472-0,46,#7B738C,#868079,#1829E7,target,blue gray,blue gray
5472-0,47,#7646B9,#B11CE3,#22C7DD,target,blue purple,blue purple
5472-0,48,#4FB054,#988067,#3E77C1,target,green,green
5472-0,49,#FA0542,#7E7F81,#1783E8,target,red,red
5472-0,50,#A19B5E,#D6C829,#846996,target,greenish brown,greenish brown
2265-d,1,#659A66,#47B892,#2ED198,target,darkest color,darkest color
2265-d,2,#F7C708,#AB8854,#55B54A,target,brightest color,brightest color
2265-d,3,#D309F6,#6F38C7,#56C837,distr1,purple,purple
2265-d,4,#8739C6,#4259BD,#3E37C8,target,purple,purple
2265-d,5,#A89557,#E6A519,#B34D77,target,grayish,grayish
2265-d,6,#F00FDD,#CCC933,#71758E,target,purple,purple
2265-d,7,#597EA6,#62839D,#AB33CC,target,one of the blues,one blues
2265-d,8,#9D6287,#9F6060,#7F748B,target,purple,purple
2265-d,9,#905CA3,#A01FE0,#6B8B94,distr1,purple,purple
2265-d,10,#7C7D83,#5E68A1,#9117E8,distr1,blue gray,blue gray
2265-d,11,#11DCEE,#13EC58,#906F8B,target,light blue,light blue
2265-d,12,#9659A6,#BD4273,#4FB06C,target,purple,purple
2265-d,13,#4EE31C,#4FCC33,#73858C,target,light green,light green
2265-d,14,#0EF156,#B2C837,#B349B6,target,lighter green,lighter green
2265-d,15,#D16F2E,#1BE4B5,#4558BA,target,reddish,reddish
2265-d,16,#3D11EE,#1DA0E2,#82807D,target,normal blue,normal blue
2265-d,17,#AC536E,#AA5582,#54AB6E,distr1,magenta ,magenta
2265-d,18,#D2382D,#5E37C8,#37C86F,target,red,red
2265-d,19,#A7B14E,#B64971,#13EC83,target,light brown,light brown
2265-d,20,#A9D728,#D5B32A,#F50AE1,target,green,green
2265-d,21,#B73BC4,#C13E91,#FC8003,target,blue,blue
2265-d,21,#B73BC4,#C13E91,#FC8003,target,sort of blue,sort blue
2265-d,21,#B73BC4,#C13E91,#FC8003,target,purple i guess,purple guess
2265-d,21,#B73BC4,#C13E91,#FC8003,target,brighter one,brighter one
2265-d,22,#426BBD,#1378EC,#68639C,target,medium brightness of blue,medium brightness blue
2265-d,23,#B65549,#7E7F81,#32CD46,target,red,red
2265-d,24,#988767,#788787,#7E817E,distr2,gray,gray
2265-d,25,#FB4604,#B54AA0,#28F708,target,red,red
