gameid,time,roundNum,trialType,condition,nameClickedObj,targetStatusClickedObj,spLocsClickedObj,lisLocsClickedObj,basiclevelClickedObj,superdomainClickedObj,alt1Name,alt1TargetStatus,alt1SpLocs,alt1LisLocs,alt1Basiclevel,alt1superdomain,alt2Name,alt2TargetStatus,alt2SpLocs,alt2LisLocs,alt2Basiclevel,alt2superdomain,speakerMessages,listenerMessages,messageTimeStamps,refExp,clickedType,sub,basic,super,moreThanOneLevelMentioned,automaticallyLabelledTrial,manualAdditionTrial,additionalAttrMentioned,onlyAttrMentioned,oneMentioned,theMentioned,fullSentence,noLevelMentioned,,,,,,,,,,,
0244-4,1455304179739,34,subSuperTrial,basic23,pug,target,3,2,dog,animal,rosemary,distractor,4,4,NA,plant,lobster,distractor,2,3,NA,animal,dog,,1455304177543,dog,pug,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304196521,35,subSuperTrial,basic22,parrot,target,4,3,bird,animal,lobster,distractor,3,4,NA,animal,lion,distractor,2,2,NA,animal,bird,,1455304189139,bird,parrot,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304217800,37,subSuperTrial,basic23,husky,target,3,3,dog,animal,squirrel,distractor,2,4,NA,animal,rosemary,distractor,4,2,NA,plant,dog,,1455304215853,dog,husky,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304262010,41,subSuperTrial,basic12,lily,distractor,4,2,flower,plant,daisy,target,3,3,flower,plant,grasses,distractor,2,4,NA,plant,white,,1455304257849,white,lily,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
0244-4,1455304273114,42,subSuperTrial,basic12,bedsideTable,target,3,2,table,furniture,sideTable,distractor,4,3,table,furniture,bookcase,distractor,2,4,NA,furniture,2 drawers,,1455304270942,2 drawers,bedsideTable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
0244-4,1455304318787,46,subSuperTrial,basic22,tulip,target,3,4,flower,plant,ivy,distractor,4,3,NA,plant,rosemary,distractor,2,2,NA,plant,red,,1455304315984,red,tulip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
0244-4,1455304344841,47,subSuperTrial,basic12,goldFish,target,3,4,fish,animal,discusFish,distractor,2,3,fish,animal,rhino,distractor,4,2,NA,animal,fish___small,gpld?,1455304326112___1455304335633___1455304336409,fish,goldFish,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304359440,49,subSuperTrial,basic12,grizzlyBear,target,4,2,bear,animal,elephant,distractor,2,4,NA,animal,koalaBear,distractor,3,3,bear,animal,bear,,1455304357582,bear,grizzlyBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304369091,50,subSuperTrial,basic33,convertible,target,3,3,car,vehicle,crocodile,distractor,2,2,NA,animal,gloves,distractor,4,4,NA,clothing,car,,1455304364054,car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304378908,51,subSuperTrial,basic23,diningTable,target,3,2,table,furniture,squirrel,distractor,4,3,NA,animal,bookcase,distractor,2,4,NA,furniture,table,,1455304376859,table,diningTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304390210,52,subSuperTrial,basic33,skittles,target,4,4,candy,snack,dress,distractor,2,2,NA,clothing,motorcycle,distractor,3,3,NA,vehicle,candy,,1455304386385,candy,skittles,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304433163,55,subSuperTrial,basic33,dalmatian,target,3,4,dog,animal,dress,distractor,4,2,NA,clothing,pretzels,distractor,2,3,NA,snack,dog,,1455304431667,dog,dalmatian,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304499282,60,subSuperTrial,basic22,pigeon,target,3,4,bird,animal,pig,distractor,4,2,NA,animal,snake,distractor,2,3,NA,animal,bird,,1455304497932,bird,pigeon,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304542154,61,subSuperTrial,basic12,eagle,target,4,3,bird,animal,sparrow,distractor,2,4,bird,animal,horse,distractor,3,2,NA,animal,bird___white brown,small?___Eagle?,1455304507860___1455304517727___1455304534700___1455304536200,bird,eagle,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304605733,65,subSuperTrial,basic33,minivan,target,3,3,car,vehicle,socks,distractor,4,4,NA,clothing,rabbit,distractor,2,2,NA,animal,van,,1455304603785,van,minivan,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304636881,68,subSuperTrial,basic33,dressShirt,target,4,2,shirt,clothing,motorcycle,distractor,3,4,NA,vehicle,bookcase,distractor,2,3,NA,furniture,shirt,,1455304635394,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304656744,69,subSuperTrial,basic12,poloShirt,target,2,4,shirt,clothing,dress,distractor,4,3,NA,clothing,campShirt,distractor,3,2,shirt,clothing,shirt no buttons,,1455304654199,shirt no buttons,poloShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
0244-4,1455304691605,72,subSuperTrial,basic22,polarBear,target,2,4,bear,animal,hamster,distractor,3,3,NA,animal,lobster,distractor,4,2,NA,animal,bear,,1455304689374,bear,polarBear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
7569-e,1455304359207,2,subSuperTrial,basic23,polarBear,target,2,3,bear,animal,cookies,distractor,4,2,NA,snack,iguana,distractor,3,4,NA,animal,the object lives in a cold environment,,1455304355817,the object lives in a cold environment,polarBear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455304375638,3,subSuperTrial,basic33,elephant,distractor,3,3,NA,animal,chips,distractor,2,2,NA,snack,poloShirt,target,4,4,shirt,clothing,the object is blue,,1455304366361,the object is blue,elephant,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455304389574,4,subSuperTrial,basic33,bedsideTable,target,2,3,table,furniture,iguana,distractor,3,2,NA,animal,dress,distractor,4,4,NA,clothing,the object is a piece of furniture,,1455304386753,the object is a piece of furniture,bedsideTable,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304411005,5,subSuperTrial,basic33,suv,target,3,3,car,vehicle,lamp,distractor,4,2,NA,furniture,socks,distractor,2,4,NA,clothing,the object is a vehicle,,1455304407817,the object is a vehicle,suv,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304429840,6,subSuperTrial,basic23,bathrobe,distractor,3,2,NA,clothing,parrot,target,4,4,bird,animal,rabbit,distractor,2,3,NA,animal,the object is brightly colored,,1455304427637,the object is brightly colored,bathrobe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455304455923,8,subSuperTrial,basic22,rose,target,3,2,flower,plant,ivy,distractor,4,3,NA,plant,pottedPlant,distractor,2,4,NA,plant,the object is a flower,,1455304454234,the object is a flower,rose,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304514511,13,subSuperTrial,basic22,snake,distractor,3,2,NA,animal,catfish,target,2,3,fish,animal,kitten,distractor,4,4,NA,animal,the object is a reptile,,1455304510602,the object is a reptile,snake,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455304548527,16,subSuperTrial,basic23,jellyBeans,target,3,3,candy,snack,chips,distractor,4,4,NA,snack,hamster,distractor,2,2,NA,animal,the object is candy,,1455304544901,the object is candy,jellyBeans,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304569946,17,subSuperTrial,basic23,coffeeTable,target,3,2,table,furniture,bookcase,distractor,4,3,NA,furniture,pottedPlant,distractor,2,4,NA,plant,it is a table,,1455304568486,it is a table,coffeeTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304624866,20,subSuperTrial,basic22,gloves,distractor,3,3,NA,clothing,dressShirt,target,2,4,shirt,clothing,socks,distractor,4,2,NA,clothing,it is a shirt___it is light blue,there is not shirt,1455304598860___1455304610699___1455304625100,it is a shirt,gloves,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304648697,22,subSuperTrial,basic23,husky,target,3,3,dog,animal,cow,distractor,2,4,NA,animal,motorcycle,distractor,4,2,NA,vehicle,it is a pet___dog,,1455304644745___1455304649631,it is a pet,husky,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304663518,23,subSuperTrial,basic22,germanShepherd,target,4,3,dog,animal,lobster,distractor,2,4,NA,animal,sheep,distractor,3,2,NA,animal,it is a dog,,1455304652942,it is a dog,germanShepherd,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304700196,25,subSuperTrial,basic22,horse,distractor,4,2,NA,animal,blackBear,target,2,4,bear,animal,rabbit,distractor,3,3,NA,animal,it is black,,1455304692486,it is black,horse,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455304728816,27,subSuperTrial,basic12,discusFish,distractor,4,2,fish,animal,clownFish,target,3,4,fish,animal,cow,distractor,2,3,NA,animal,it is like Nemo,,1455304725706,it is like Nemo,discusFish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455304806097,32,subSuperTrial,basic12,candyCorn,distractor,4,3,candy,snack,cookies,distractor,2,2,NA,snack,gummyBears,target,3,4,candy,snack,it is gummy ,,1455304797572,it is gummy ,candyCorn,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304834471,34,subSuperTrial,basic33,eagle,target,2,3,bird,animal,bed,distractor,4,2,NA,furniture,pottedPlant,distractor,3,4,NA,plant,it is a bird,,1455304832545,it is a bird,eagle,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304868978,37,subSuperTrial,basic33,horse,distractor,3,3,NA,animal,lamp,distractor,2,2,NA,furniture,mnMs,target,4,4,candy,snack,it is chocolate,,1455304866308,it is chocolate,horse,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304883877,38,subSuperTrial,basic33,train,distractor,2,3,NA,vehicle,pandaBear,target,4,4,bear,animal,bed,distractor,3,2,NA,furniture,it is an animal,,1455304874451,it is an animal,train,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304901272,39,subSuperTrial,basic22,diningTable,target,2,2,table,furniture,wardrobe,distractor,3,4,NA,furniture,bed,distractor,4,3,NA,furniture,it is a table,,1455304890771,it is a table,diningTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455304916571,40,subSuperTrial,basic23,goldFish,target,3,3,fish,animal,cookies,distractor,4,4,NA,snack,rhino,distractor,2,2,NA,animal,it swims,,1455304911868,it swims,goldFish,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455304943662,42,subSuperTrial,basic12,sunflower,target,2,3,flower,plant,grasses,distractor,4,4,NA,plant,lily,distractor,3,2,flower,plant,it's yellow,,1455304940013,it's yellow,sunflower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455304969257,44,subSuperTrial,basic22,horse,distractor,2,3,NA,animal,snake,distractor,3,2,NA,animal,pigeon,target,4,4,bird,animal,it's a bird,,1455304964717,it's a bird,horse,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305098891,48,subSuperTrial,basic33,grizzlyBear,target,4,3,bear,animal,socks,distractor,3,4,NA,clothing,cookies,distractor,2,2,NA,snack,it's a wild animal___it's brown___bear,,1455305027093___1455305073704___1455305077169,it's a wild animal,grizzlyBear,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305122202,49,subSuperTrial,basic23,socks,distractor,4,2,NA,clothing,swordFish,target,2,4,fish,animal,rhino,distractor,3,3,NA,animal,it's a sea animal,,1455305115937,it's a sea animal,socks,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305135558,50,subSuperTrial,basic12,campShirt,distractor,3,2,shirt,clothing,gloves,distractor,4,3,NA,clothing,tShirt,target,2,4,shirt,clothing,it's a tshirt,,1455305130528,it's a tshirt,campShirt,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305153097,51,subSuperTrial,basic12,socks,distractor,4,2,NA,clothing,hawaiiShirt,target,2,4,shirt,clothing,campShirt,distractor,3,3,shirt,clothing,it has hawaiian print,I'm only seeing two images in most cases,1455305146451___1455305148141,it has hawaiian print,socks,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455305220481,56,subSuperTrial,basic23,picnicTable,target,4,2,table,furniture,rhino,distractor,3,4,NA,animal,wardrobe,distractor,2,3,NA,furniture,it's outdoor furniture,,1455305219028,it's outdoor furniture,picnicTable,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305256951,59,subSuperTrial,basic12,lily,distractor,4,3,flower,plant,daisy,target,2,4,flower,plant,rosemary,distractor,3,2,NA,plant,it's orange in the middle,,1455305251090,it's orange in the middle,lily,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455305288941,61,subSuperTrial,basic23,convertible,target,2,2,car,vehicle,ambulance,distractor,3,4,NA,vehicle,crocodile,distractor,4,3,NA,animal,it's a car___silver,,1455305287507___1455305289604,it's a car,convertible,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305321984,64,subSuperTrial,basic12,tulip,target,4,2,flower,plant,rosemary,distractor,3,3,NA,plant,lily,distractor,2,4,flower,plant,it's red,,1455305319532,it's red,tulip,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455305328983,65,subSuperTrial,basic33,sportsCar,target,2,3,car,vehicle,socks,distractor,3,4,NA,clothing,sheep,distractor,4,2,NA,animal,it's a vehicle,,1455305327481,it's a vehicle,sportsCar,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305359364,68,subSuperTrial,basic22,skittles,target,3,2,candy,snack,cookies,distractor,4,3,NA,snack,chips,distractor,2,4,NA,snack,it's the most colorful,,1455305356854,it's the most colorful,skittles,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455305374783,69,subSuperTrial,basic33,dalmatian,target,3,3,dog,animal,bathrobe,distractor,4,4,NA,clothing,bookcase,distractor,2,2,NA,furniture,it has spots,3 mins left,1455305363886___1455305369693,it has spots,dalmatian,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,,,,,,,,,,
7569-e,1455305389295,70,subSuperTrial,basic12,greyhound,distractor,2,2,dog,animal,pug,target,4,4,dog,animal,lobster,distractor,3,3,NA,animal,it's a pug\,,1455305382731,it's a pug\,greyhound,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305401641,71,subSuperTrial,basic22,minivan,target,3,2,car,vehicle,motorcycle,distractor,2,4,NA,vehicle,ambulance,distractor,4,3,NA,vehicle,it's a van,,1455305398848,it's a van,minivan,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
7569-e,1455305409339,72,subSuperTrial,basic12,hummingBird,target,3,2,bird,animal,bison,distractor,4,3,NA,animal,sparrow,distractor,2,4,bird,animal,it's a hummingbird,,1455305407016,it's a hummingbird,hummingBird,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,
4509-7,1455304446089,3,subSuperTrial,basic12,pandaBear,target,4,4,bear,animal,lobster,distractor,3,2,NA,animal,koalaBear,distractor,2,3,bear,animal,panda,,1455304441822,panda,pandaBear,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304471587,6,subSuperTrial,basic23,skittles,target,4,4,candy,snack,cookies,distractor,2,2,NA,snack,rabbit,distractor,3,3,NA,animal,skittles,,1455304468596,skittles,skittles,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304516839,9,subSuperTrial,basic23,coffeeTable,target,3,3,table,furniture,lamp,distractor,4,4,NA,furniture,iguana,distractor,2,2,NA,animal,it's the only purple one on my screen. it's kind of dark~~~ Grimace colored___bench,,1455304509305___1455304512331,it's the only purple one on my screen. it's kind of dark~~~ Grimace colored,coffeeTable,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,
4509-7,1455304548743,11,subSuperTrial,basic22,lobster,distractor,3,2,NA,animal,horse,distractor,2,3,NA,animal,grizzlyBear,target,4,4,bear,animal,oh okay! i'll be more careful.___lobster,sorry partial color blind,1455304535056___1455304544335___1455304546980,lobster,lobster,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,,,
4509-7,1455304555649,12,subSuperTrial,basic33,tShirt,target,4,2,shirt,clothing,ambulance,distractor,3,4,NA,vehicle,rhino,distractor,2,3,NA,animal,t shirt,,1455304554142,t shirt,tShirt,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304570847,14,subSuperTrial,basic22,parrot,target,4,3,bird,animal,crocodile,distractor,3,2,NA,animal,bison,distractor,2,4,NA,animal,parrot,,1455304568670,parrot,parrot,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304585953,16,subSuperTrial,basic22,pigeon,target,2,2,bird,animal,rabbit,distractor,3,4,NA,animal,crocodile,distractor,4,3,NA,animal,pigeon,,1455304583871,pigeon,pigeon,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304617940,18,subSuperTrial,basic23,germanShepherd,target,4,2,dog,animal,bison,distractor,3,4,NA,animal,lamp,distractor,2,3,NA,furniture,yep___dog,,1455304615142___1455304616142,yep,germanShepherd,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304627717,19,subSuperTrial,basic33,dressShirt,target,2,2,shirt,clothing,grasses,distractor,3,3,NA,plant,snake,distractor,4,4,NA,animal,shirt,,1455304622876,shirt,dressShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304657206,21,subSuperTrial,basic12,mnMs,target,3,3,candy,snack,cookies,distractor,2,2,NA,snack,candyCorn,distractor,4,4,candy,snack,okiedoke___m&Ms,,1455304651421___1455304655511,okiedoke,mnMs,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304664716,22,subSuperTrial,basic23,hummingBird,target,2,3,bird,animal,ivy,distractor,4,2,NA,plant,snake,distractor,3,4,NA,animal,hummingbird,,1455304662502,hummingbird,hummingBird,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304689977,26,subSuperTrial,basic22,husky,target,3,2,dog,animal,bison,distractor,4,4,NA,animal,cow,distractor,2,3,NA,animal,dog,,1455304688402,dog,husky,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304698504,27,subSuperTrial,basic22,suv,target,2,4,car,vehicle,motorcycle,distractor,4,2,NA,vehicle,ambulance,distractor,3,3,NA,vehicle,car,,1455304693814,car,suv,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304705279,28,subSuperTrial,basic23,diningTable,target,3,2,table,furniture,bed,distractor,4,3,NA,furniture,kitten,distractor,2,4,NA,animal,table,,1455304702947,table,diningTable,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304716347,29,subSuperTrial,basic33,tulip,target,4,3,flower,plant,rabbit,distractor,2,2,NA,animal,gloves,distractor,3,4,NA,clothing,tulip,,1455304712915,tulip,tulip,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304737708,31,subSuperTrial,basic33,daisy,target,3,4,flower,plant,snake,distractor,2,2,NA,animal,chips,distractor,4,3,NA,snack,daisy,,1455304735639,daisy,daisy,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304771341,35,subSuperTrial,basic22,sportsCar,target,3,2,car,vehicle,ambulance,distractor,2,3,NA,vehicle,train,distractor,4,4,NA,vehicle,car,,1455304769609,car,sportsCar,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304778826,36,subSuperTrial,basic33,minivan,target,2,4,car,vehicle,hamster,distractor,3,3,NA,animal,wardrobe,distractor,4,2,NA,furniture,car,,1455304777122,car,minivan,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304794836,38,subSuperTrial,basic23,sunflower,target,2,2,flower,plant,snake,distractor,3,3,NA,animal,pottedPlant,distractor,4,4,NA,plant,sunflower,,1455304793173,sunflower,sunflower,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304833602,43,subSuperTrial,basic12,swordFish,target,3,4,fish,animal,discusFish,distractor,2,3,fish,animal,hamster,distractor,4,2,NA,animal,shark ?,,1455304829839,shark ?,swordFish,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304841339,44,subSuperTrial,basic22,catfish,target,3,3,fish,animal,iguana,distractor,4,4,NA,animal,kitten,distractor,2,2,NA,animal,catfish,,1455304838263,catfish,catfish,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304862670,47,subSuperTrial,basic33,gummyBears,target,4,4,candy,snack,motorcycle,distractor,2,3,NA,vehicle,crocodile,distractor,3,2,NA,animal,gummy bears,,1455304860228,gummy bears,gummyBears,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
4509-7,1455304881456,50,subSuperTrial,basic33,hawaiiShirt,target,2,4,shirt,clothing,squirrel,distractor,4,2,NA,animal,grasses,distractor,3,3,NA,plant,shirt,,1455304879782,shirt,hawaiiShirt,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
