gameid,roundNum,sender,tangramRef,pos,numWords,clauses,nouns,prepositions,verbs,determiners,pronouns,adjectives,adverbs,numbers,others,tags,acl
7539-9,1,matcher,None,"[u'NN', u'NN', u'IN', u'NN', u'FW', u'VBP', u'CD', u'WDT', u'VBP', u'JJ']",10,True,3,1,2,1,0,1,0,1,1,"[u'ROOT', u'compound', u'nsubj', u'case', u'compound', u'nmod:on', u'dobj', u'nsubj', u'ref', u'acl:relcl', u'xcomp']",True
7539-9,1,matcher,None,"[u'CC', u'CD', u'VBZ', u'VBG', u'DT', u'NN', u'IN', u'PRP$', u'NN']",9,False,2,1,2,1,1,0,0,1,0,"[u'ROOT', u'cc', u'nsubj', u'aux', u'det', u'dobj', u'case', u'nmod:poss', u'nmod:on']",False
7539-9,1,director,A,"[u'NNS', u'#', u'CD']",3,False,1,0,0,0,0,0,0,1,0,"[u'ROOT', u'dep', u'dep']",False
7539-9,1,director,I,"[u'DT', u'CD', u'IN', u'DT', u'NN', u'IN', u'NN', u'VBZ', u'#', u'CD']",10,False,2,2,1,2,0,0,0,2,0,"[u'ROOT', u'det', u'nsubj', u'case', u'det', u'nmod:with', u'case', u'nmod:on', u'cop', u'compound']",False
7539-9,1,director,None,"[u'LS', u'VBP', u'CD', u'WDT', u'NN', u'IN', u'NNS', u'IN', u'DT', u'NN', u'VBG', u'DT', u'NN', u'IN', u'DT', u'NN', u'VBN']",17,False,5,3,3,4,0,0,0,1,1,"[u'ROOT', u'nsubj', u'dobj', u'det', u'ref', u'nsubj', u'case', u'nmod:of', u'case', u'det', u'nmod:like', u'acl:relcl', u'det', u'dobj', u'case', u'det', u'compound', u'nmod:with']",True
7539-9,1,matcher,None,"[u'LS', u'VBP', u'DT', u'NN', u'NN', u'IN', u'NN', u'VBG', u'NN', u'IN', u'#', u'CD']",12,False,4,2,2,1,0,0,0,1,1,"[u'ROOT', u'nsubj', u'det', u'compound', u'dobj', u'mark', u'advmod', u'acl:with', u'advmod', u'case', u'dep', u'nmod:as']",False
7539-9,1,matcher,None,"[u'NN', u'NN', u'PRP', u'VBP', u'PRP', u'WDT', u'NN', u'IN', u'.']",9,False,3,1,1,1,2,0,0,0,0,"[u'ROOT', u'advmod', u'aux', u'nsubj', u'dobj', u'dep', u'dep', u'advmod', u'punct']",False
7539-9,1,director,D,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
7539-9,1,director,None,"[u'NN', u'IN', u'DT', u'VBG', u'NN']",5,False,2,1,1,1,0,0,0,0,0,"[u'ROOT', u'advmod', u'det', u'amod', u'dobj']",False
7539-9,1,director,None,"[u'LS', u'VBP', u'CD', u'JJ', u'NNS']",5,False,1,0,1,0,0,1,0,1,1,"[u'ROOT', u'nsubj', u'nummod', u'amod', u'dobj']",False
7539-9,1,director,None,"[u'CD', u'VBZ', u'DT', u'NN', u'CC', u'CD', u'IN', u'DT', u'NN', u'IN']",10,False,2,2,1,2,0,0,0,2,0,"[u'ROOT', u'nsubj', u'cop', u'det', u'cc', u'conj:and', u'case', u'det', u'compound', u'nmod:of']",False
7539-9,1,matcher,None,"[u'LS', u'VBP', u'#', u'CD', u'DT', u'CD', u'IN', u'DT', u'NN', u'CC', u'VBG', u'RP']",12,False,1,1,2,2,0,0,1,2,1,"[u'ROOT', u'nsubj', u'compound', u'nummod', u'det', u'dobj', u'case', u'neg', u'compound', u'cc', u'conj:or', u'compound', u'nmod:with']",False
7539-9,1,director,L,"[u'DT', u'VBZ', u'#', u'CD']",4,False,0,0,1,1,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop', u'compound']",False
7539-9,1,director,None,"[u'IN', u'DT', u'NN']",3,False,1,1,0,1,0,0,0,0,0,"[u'ROOT', u'case', u'neg']",False
7539-9,1,director,K,"[u'#', u'CD', u'VBZ', u'DT', u'CD', u'IN', u'DT', u'NN']",8,False,1,1,1,2,0,0,0,2,0,"[u'ROOT', u'dep', u'nsubj', u'cop', u'det', u'case', u'det', u'nmod:with']",False
7539-9,1,matcher,E,"[u'LS', u'VBP', u'DT', u'NN', u'NNS', u'CD', u'IN', u'#', u'$']",9,False,2,1,1,1,0,0,0,1,1,"[u'ROOT', u'nsubj', u'det', u'compound', u'compound', u'dobj', u'case', u'dep', u'nmod:on']",False
7539-9,1,matcher,None,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
7539-9,1,director,E,"[u'NN', u'NNS', u',', u'NN', u'WDT', u'VBZ', u'IN', u'DT', u'NN', u'.']",10,False,4,1,1,2,0,0,0,0,0,"[u'ROOT', u'compound', u'punct', u'appos', u'nsubj', u'ref', u'acl:relcl', u'case', u'det', u'nmod:like', u'punct']",True
7539-9,1,director,E,"[u'DT', u'MD', u'VB', u'#', u'CD']",5,False,0,0,2,1,0,0,0,1,0,"[u'ROOT', u'nsubj', u'aux', u'cop', u'compound']",False
7539-9,1,matcher,None,"[u'PRP', u'VBZ', u'IN', u'CD', u'RB', u'RB', u'NNS', u'VBN', u'TO', u'VB']",10,False,1,1,3,0,1,0,2,1,1,"[u'ROOT', u'nsubj', u'case', u'nummod', u'amod', u'amod', u'nmod:like', u'acl', u'case', u'nmod:to']",True
7539-9,1,director,E,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
7539-9,1,director,None,"[u'NN', u'FW', u'VBP', u'DT', u'NN']",5,False,2,0,1,1,0,0,0,0,1,"[u'ROOT', u'compound', u'nsubj', u'det', u'dobj']",False
7539-9,1,director,B,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
7539-9,1,matcher,None,"[u'VBZ', u'PRP', u'VB', u'DT', u'NN', u'CC', u'NN', u'IN', u'NN']",9,False,3,1,2,1,1,0,0,0,0,"[u'ROOT', u'aux', u'nsubj', u'det', u'dobj', u'cc', u'dobj', u'conj:and', u'case', u'nmod:on']",False
7539-9,1,director,None,"[u'NN', u'CC', u'NN', u'NNS', u',', u'NN', u'IN', u'VBN', u'IN', u'DT', u'NN', u',', u'CC', u'IN', u'DT', u'JJ', u'NN']",17,False,6,3,1,2,0,1,0,0,0,"[u'ROOT', u'compound', u'cc', u'conj:and', u'compound', u'punct', u'advmod', u'case', u'advcl:underneath', u'case', u'det', u'nmod:like', u'punct', u'cc', u'case', u'det', u'amod', u'conj:but']",False
7539-9,1,matcher,None,"[u'NN', u'VBD', u'PRP', u'#', u'CD']",5,False,1,0,1,0,1,0,0,1,0,"[u'ROOT', u'advmod', u'nsubj', u'compound', u'amod']",False
7539-9,1,director,None,"[u'NN', u'NNS', u'DT', u'NN', u'IN', u'NNS', u'WDT', u'VBZ', u'DT', u'JJ', u'NN', u'NN']",12,False,6,1,1,3,0,1,0,0,0,"[u'ROOT', u'nsubj', u'det', u'dobj', u'case', u'nmod:with', u'nsubj', u'ref', u'acl:relcl', u'det', u'amod', u'compound', u'dobj']",True
7539-9,1,matcher,None,"[u'#', u'CD', u'PRP', u'VBP', u'NN', u'VBG', u'RB', u'IN', u'NN', u'JJ', u'NN']",11,False,3,1,2,0,1,1,1,1,0,"[u'ROOT', u'dep', u'nsubj', u'acl:relcl', u'dobj', u'acl', u'advmod', u'case', u'amod', u'amod', u'nmod:with']",True
7539-9,1,matcher,None,"[u'PRP$', u'#', u'CD', u'VBZ', u'RB', u'DT', u'CD', u'WDT', u'VBZ', u'IN', u'PRP', u'VBZ', u'VBG', u'RB']",14,False,0,1,4,2,2,0,2,2,0,"[u'ROOT', u'nsubj', u'compound', u'amod', u'cop', u'advmod', u'det', u'nsubj', u'ref', u'acl:relcl', u'mark', u'nsubj', u'aux', u'advcl:like', u'advmod']",True
7539-9,1,director,A,"[u'PRP$', u'#', u'CD', u'VBZ', u'DT', u'JJ', u'NN', u'NN', u'IN', u'CD', u'NN']",11,False,3,1,1,1,1,1,0,2,0,"[u'ROOT', u'nsubj', u'compound', u'amod', u'cop', u'det', u'amod', u'compound', u'case', u'nummod', u'nmod:on']",False
7539-9,1,director,I,"[u'DT', u'CD', u'WDT', u'VBZ', u'RB', u'#', u'CD']",7,False,0,0,1,2,0,0,1,2,0,"[u'ROOT', u'det', u'nsubj', u'cop', u'advmod', u'compound', u'dep']",False
7539-9,1,director,None,"[u'DT', u'CD', u'WRB', u'PRP', u'MD', u'VB', u'DT', u'NNS']",8,False,1,0,2,2,1,0,1,1,0,"[u'ROOT', u'det', u'advmod', u'nsubj', u'aux', u'dep', u'det', u'dobj']",False
7539-9,1,matcher,None,"[u'LS', u'VBP', u'#', u'CD', u'JJ', u'NN', u'IN', u'NN', u'NN', u'NN']",10,False,4,1,1,0,0,1,0,1,1,"[u'ROOT', u'nsubj', u'compound', u'compound', u'nummod', u'dobj', u'case', u'compound', u'compound', u'nmod:on']",False
7539-9,1,director,None,"[u'JJ', u'FW', u'VBP', u'DT', u'VBZ', u'PRP', u'.', u'PRP', u'VBZ', u'DT', u'NN', u'IN', u'DT', u'JJ', u'NN', u'WDT', u'VBZ', u'RB', u'VBN', u'.']",20,True,2,1,5,4,2,2,1,0,1,"[u'ROOT', u'compound', u'nsubj', u'mark', u'cop', u'ccomp', u'punct', u'ROOT', u'nsubj', u'det', u'dobj', u'case', u'det', u'amod', u'nmod:on', u'nsubj', u'ref', u'cop', u'advmod', u'acl:relcl', u'punct']",True
7539-9,1,director,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
7539-9,1,director,None,"[u'NN', u'RB', u'FW', u'VBP', u'#', u'CD', u'CC', u'#', u'CD', u'FW', u'VBP', u'VBP', u'DT', u'JJ', u'NNS', u'PRP', u'VBP', u'RB', u'VBN']",19,True,2,0,5,1,1,1,2,2,2,"[u'ROOT', u'mark', u'nsubj', u'advcl:so', u'dep', u'dobj', u'cc', u'compound', u'compound', u'dobj', u'conj:and', u'acl:relcl', u'cop', u'det', u'amod', u'ccomp', u'nsubj', u'aux', u'neg', u'acl:relcl']",True
7539-9,1,matcher,None,"[u'CD', u'RB']",2,False,0,0,0,0,0,0,1,1,0,"[u'ROOT', u'nmod:npmod']",False
7539-9,1,matcher,None,"[u'CC', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'cc']",False
7539-9,1,director,F,"[u'CD', u'VBZ', u'DT', u'NN', u'VBG', u'IN', u'PRP$', u'NN', u'IN', u'DT', u'NN']",11,False,3,2,2,2,1,0,0,1,0,"[u'ROOT', u'nsubj', u'cop', u'det', u'acl', u'case', u'nmod:poss', u'nmod:with', u'case', u'det', u'nmod:on']",True
7539-9,1,director,C,"[u'CD', u'VBZ', u'DT', u'VBG', u'NN']",5,False,1,0,2,1,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop', u'det', u'amod']",False
7539-9,1,matcher,None,"[u'VBD', u'IN', u'CD']",3,False,0,1,1,0,0,0,0,1,0,"[u'ROOT', u'det', u'nsubj']",False
7539-9,1,director,C,"[u'IN', u'PRP$', u'NNS', u'RP']",4,False,1,1,0,0,1,0,1,0,0,"[u'ROOT', u'case', u'nmod:poss', u'advmod']",False
7539-9,1,matcher,None,"[u'LS', u'IN', u'DT', u'VBD', u'#', u'CD']",6,False,0,1,1,1,0,0,0,1,1,"[u'ROOT', u'mark', u'nsubj', u'cop', u'compound', u'advcl:though']",False
7539-9,1,matcher,None,"[u'VB', u'PRP$', u'NN']",3,False,1,0,1,0,1,0,0,0,0,"[u'ROOT', u'nmod:poss', u'dobj']",False
7539-9,1,director,None,"[u'JJ', u'NN']",2,True,1,0,0,0,0,1,0,0,0,"[u'ROOT', u'xcomp']",False
7539-9,1,matcher,None,"[u'CD', u'CC', u'CD', u'NN']",4,False,1,0,0,0,0,0,0,2,0,"[u'ROOT', u'nsubj', u'cc', u'conj:and', u'nsubj']",False
7539-9,1,director,J,"[u'RB', u'#', u'CD', u'MD', u'VB', u'DT', u'NN', u'WDT', u'VBZ', u'RB', u'VBN', u'IN', u'DT', u'NN']",14,False,2,1,4,3,0,0,2,1,0,"[u'ROOT', u'mark', u'dep', u'nsubj', u'aux', u'cop', u'det', u'nsubjpass', u'ref', u'auxpass', u'advmod', u'acl:relcl', u'case', u'det', u'nmod:agent']",True
7539-9,1,director,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
7539-9,1,director,None,"[u'TO', u'DT', u'NN', u'IN', u'PRP']",5,False,1,1,0,1,1,0,0,0,1,"[u'ROOT', u'case', u'det', u'case', u'nmod:below']",False
7539-9,1,director,H,"[u'#', u'CD', u'VBZ', u'DT', u'NN', u'IN', u'DT', u'NN', u'VBG', u'PRP', u'RB']",11,False,2,1,2,2,1,0,1,1,0,"[u'ROOT', u'dep', u'nsubj', u'det:qmod', u'mwe', u'mwe', u'det', u'dobj', u'acl', u'dobj', u'advmod']",True
7539-9,1,director,None,"[u'JJ', u'RB', u'FW', u'VBP', u'PRP', u'VBP', u'VBN', u'.']",8,True,0,0,3,0,1,1,1,0,1,"[u'ROOT', u'advmod', u'nsubj', u'ccomp', u'nsubjpass', u'auxpass', u'ccomp', u'punct']",False
7539-9,1,matcher,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
7539-9,1,matcher,None,"[u'LS', u'VBP', u'TO', u'VB']",4,True,0,0,2,0,0,0,0,0,2,"[u'ROOT', u'nsubj', u'nsubj:xsubj', u'mark', u'xcomp']",False
7539-9,1,matcher,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
7539-9,1,matcher,None,"[u'LS', u'NN', u'VB', u'.', u'PRP', u'VBP', u'PRP', u'VB', u'TO', u'VB', u'PRP', u'RB']",12,True,1,0,4,0,3,0,1,0,2,"[u'ROOT', u'nsubj', u'xcomp', u'punct', u'ROOT', u'nsubj', u'nsubj', u'nsubj:xsubj', u'ccomp', u'mark', u'xcomp', u'dobj', u'advmod']",False
7539-9,2,matcher,None,"[u'RB', u'JJ']",2,False,0,0,0,0,0,1,1,0,0,"[u'ROOT', u'dep']",False
7539-9,2,matcher,None,"[u'DT', u'MD', u'VB', u'JJR']",4,False,0,0,2,1,0,1,0,0,0,"[u'ROOT', u'nsubj', u'aux', u'cop']",False
7539-9,2,director,None,"[u'JJ', u'FW', u'VBP', u'PRP', u'MD', u'VB', u'JJR']",7,True,0,0,3,0,1,2,0,0,1,"[u'ROOT', u'nsubj', u'ccomp', u'nsubj', u'aux', u'ccomp', u'advmod']",False
7539-9,2,matcher,None,"[u'NN', u'NN', u'VBZ', u'#', u'CD', u'IN', u'PRP']",7,False,2,1,1,0,1,0,0,1,0,"[u'ROOT', u'compound', u'nsubj', u'cop', u'dep', u'case', u'nmod:for']",False
7539-9,2,matcher,None,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
7539-9,2,director,G,"[u'PRP', u'VBP', u'PRP', u'IN', u'#', u'CD']",6,False,0,1,1,0,2,0,0,1,0,"[u'ROOT', u'nsubj', u'dobj', u'case', u'dep', u'nmod:at']",False
7539-9,2,matcher,None,"[u'#', u'CD', u'FW', u'VBP', u'DT', u'NN', u'IN', u'CD', u'NN', u'RP', u'VBG', u'IN', u'NN']",13,False,3,2,2,1,0,0,1,2,1,"[u'ROOT', u'compound', u'compound', u'dep', u'det', u'dobj', u'case', u'nummod', u'nmod:with', u'mark', u'advcl:out', u'case', u'nmod:for']",False
7539-9,2,director,D,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
7539-9,2,matcher,F,"[u'#', u'CD', u'RB', u'PRP', u'VBP', u'NN', u'IN', u'NN', u'VBG']",9,False,2,1,2,0,1,0,1,1,0,"[u'ROOT', u'dep', u'advmod', u'nsubj', u'acl:relcl', u'dobj', u'case', u'nmod:against', u'amod']",True
7539-9,2,director,F,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
7539-9,2,matcher,None,"[u'#', u'CD', u'FW', u'VBP', u'NN', u'IN', u'JJ', u'NN', u'CC', u'NN', u'IN', u'NN']",12,False,4,2,1,0,0,1,0,1,1,"[u'ROOT', u'compound', u'compound', u'dep', u'dobj', u'case', u'amod', u'nmod:with', u'cc', u'nmod:with', u'conj:and', u'case', u'advcl:on']",False
7539-9,2,matcher,None,[u'RB'],1,False,0,0,0,0,0,0,1,0,0,[u'ROOT'],False
7539-9,2,matcher,None,"[u'RB', u'FW', u'VB']",3,False,0,0,1,0,0,0,1,0,1,"[u'ROOT', u'nummod', u'nsubj']",False
7539-9,2,director,K,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
7539-9,2,matcher,None,"[u'WDT', u'CD', u'VBZ', u'NNS', u'.']",5,False,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'det', u'dobj', u'nsubj', u'punct']",False
7539-9,2,director,None,"[u'DT', u'NN', u'IN', u'DT', u'NN']",5,False,2,1,0,2,0,0,0,0,0,"[u'ROOT', u'det', u'case', u'det', u'nmod:with']",False
7539-9,2,matcher,B,"[u'#', u'CD', u'FW', u'VBP', u'NN']",5,False,1,0,1,0,0,0,0,1,1,"[u'ROOT', u'compound', u'compound', u'dep', u'dobj']",False
7539-9,2,director,B,"[u'#', u'CD']",2,False,0,0,0,0,0,0,0,1,0,"[u'ROOT', u'nummod']",False
7539-9,2,matcher,E,"[u'PRP', u'VBD', u'JJ', u'NNS', u'TO', u'CD']",6,False,1,0,1,0,1,1,0,1,1,"[u'ROOT', u'nsubj', u'amod', u'dobj', u'case', u'nmod:to']",False
7539-9,2,director,E,[u'CD'],1,False,0,0,0,0,0,0,0,1,0,[u'ROOT'],False
7539-9,2,matcher,None,"[u'LS', u'VBP', u'NN', u'VBG', u'RB', u'IN', u'NN', u'IN', u'CD']",9,False,2,2,2,0,0,0,1,1,1,"[u'ROOT', u'nsubj', u'dobj', u'acl', u'advmod', u'case', u'nmod:with', u'case', u'nmod:as']",True
7539-9,2,director,None,"[u'DT', u'NN', u'WDT', u'VBZ', u'IN', u'PRP', u'VBZ', u'VBG', u'.', u'CC', u'DT', u'NN', u'WDT', u'VBZ', u'IN', u'PRP', u'VBZ', u'VBG']",18,True,2,2,6,4,2,0,0,0,0,"[u'ROOT', u'det', u'nsubj', u'ccomp', u'mark', u'nsubj', u'aux', u'advcl:like', u'punct', u'ROOT', u'cc', u'det', u'nsubj', u'ccomp', u'mark', u'nsubj', u'aux', u'advcl:like']",False
7539-9,2,matcher,None,"[u'DT', u'PRP', u'MD', u'VB', u'PRP$', u'NN', u'RB']",7,False,1,0,2,1,2,0,1,0,0,"[u'ROOT', u'neg', u'nsubj', u'aux', u'nmod:poss', u'dobj', u'advmod']",False
7539-9,2,matcher,None,"[u'PRP', u'VBZ', u'DT', u'NNS']",4,False,1,0,1,1,1,0,0,0,0,"[u'ROOT', u'nsubj', u'neg', u'dobj']",False
7539-9,2,director,H,"[u'NN', u'FW', u'VBP', u'IN', u'CD', u'POS', u'CD', u'.']",8,True,1,1,1,0,0,0,0,2,2,"[u'ROOT', u'compound', u'nsubj', u'mark', u'nsubj', u'cop', u'ccomp', u'punct']",False
7539-9,2,director,None,"[u'PRP', u'VBZ', u'DT', u'JJ', u'NN', u'VBN', u'IN', u'DT', u'NN', u'TO', u'DT', u'NN', u'.']",13,False,3,1,2,3,1,1,0,0,1,"[u'ROOT', u'nsubj', u'cop', u'det', u'amod', u'acl', u'case', u'det', u'nmod:by', u'case', u'det', u'nmod:to', u'punct']",True
7539-9,2,matcher,None,"[u'PRP', u'VBP', u'IN', u'IN', u'#', u'CD', u'RB']",7,False,0,2,1,0,1,0,1,1,0,"[u'ROOT', u'nsubj', u'dobj', u'case', u'compound', u'nmod:as', u'advmod']",False
7539-9,2,director,H,"[u'NN', u'WDT', u'VBZ', u'#', u'CD']",5,True,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'mark', u'cop', u'compound', u'ccomp']",False
7539-9,2,matcher,None,"[u'WRB', u'VBP', u'FW', u'VBD', u'NN', u'IN', u'NN', u'CC', u'NN']",9,False,3,1,2,0,0,0,1,0,1,"[u'ROOT', u'advmod', u'aux', u'nsubj', u'dobj', u'case', u'nmod:with', u'cc', u'nmod:with', u'conj:or']",False
7539-9,2,director,None,"[u'LS', u'VBD', u'DT', u'VBD', u'DT', u'JJ', u'NN', u'.']",8,True,1,0,2,2,0,1,0,0,1,"[u'ROOT', u'nsubj', u'mark', u'cop', u'det', u'amod', u'ccomp', u'punct']",False
7539-9,2,matcher,None,"[u'DT', u'#', u'CD', u'VBZ', u'DT', u'NN', u'VBN', u'TO', u'NN', u'IN', u'JJ', u'CC', u'VBZ', u'CD', u'NN', u'VBG', u'NN', u'CC', u'CD', u'NN', u'VBG', u'NN']",22,False,6,1,5,2,0,1,0,3,1,"[u'ROOT', u'neg', u'compound', u'nsubj', u'nsubj', u'aux', u'det', u'dobj', u'case', u'nmod:to', u'case', u'nmod:in', u'cc', u'conj:and', u'nummod', u'dobj', u'acl', u'advmod', u'cc', u'nummod', u'dobj', u'conj:and', u'acl', u'advmod']",True
7539-9,2,matcher,None,"[u'JJ', u'FW', u'VB']",3,False,0,0,1,0,0,1,0,0,1,"[u'ROOT', u'amod', u'nsubj']",False
7539-9,2,matcher,None,"[u'PRP', u'VBZ', u'DT', u'JJ', u'NN', u'RB']",6,False,1,0,1,1,1,1,1,0,0,"[u'ROOT', u'nsubj', u'det', u'amod', u'dobj', u'advmod']",False
7539-9,2,director,None,"[u'NN', u'NN', u'VBP', u'DT', u'JJ', u'JJ', u'RB']",7,False,2,0,1,1,0,2,1,0,0,"[u'ROOT', u'compound', u'dobj', u'det', u'nmod:npmod', u'amod', u'advmod']",False
7539-9,2,matcher,None,"[u'UH', u'VBZ']",2,False,0,0,1,0,0,0,0,0,1,"[u'ROOT', u'dep']",False
7539-9,2,matcher,None,"[u'VBZ', u'VB', u'IN', u'#', u'CD']",5,False,0,1,2,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'case', u'dep', u'nmod:through']",False
7539-9,2,matcher,A,"[u'PRP', u'VBP', u'NN', u'NNS', u'NN', u'CC', u'NN', u'IN', u'CD', u'NN']",10,False,5,1,1,0,1,0,0,1,0,"[u'ROOT', u'nsubj', u'aux', u'amod', u'dobj', u'cc', u'dobj', u'conj:and', u'case', u'nummod', u'nmod:on']",False
7539-9,2,matcher,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
7539-9,2,director,A,"[u'NN', u'WDT', u'VBZ', u'#', u'CD']",5,True,1,0,1,1,0,0,0,1,0,"[u'ROOT', u'mark', u'cop', u'compound', u'ccomp']",False
7539-9,2,matcher,None,"[u'VBZ', u'DT', u'NN', u'IN', u'NN', u'.']",6,False,2,1,1,1,0,0,0,0,0,"[u'ROOT', u'det', u'nsubj', u'dep', u'advmod', u'punct']",False
7539-9,2,director,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
7539-9,2,matcher,None,"[u'CD', u'VBZ', u'NN', u'NN']",4,False,2,0,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop', u'compound']",False
7539-9,2,director,None,"[u'JJ', u'VBP', u'NN', u'NN', u'RB', u'.']",6,False,2,0,1,0,0,1,1,0,0,"[u'ROOT', u'nsubj', u'compound', u'dobj', u'advmod', u'punct']",False
7539-9,2,director,None,"[u'LS', u'MD', u'VB', u'DT', u'JJ', u'JJ']",6,False,0,0,2,1,0,2,0,0,1,"[u'ROOT', u'nsubj', u'aux', u'cop', u'det', u'nmod:npmod']",False
7539-9,2,matcher,None,"[u'PRP', u'VBZ', u'VBG', u'DT', u'NN', u'IN', u'NN', u'CC', u'VBZ', u'DT', u'NN', u'IN', u'NN', u'CC', u'NN', u'IN', u'NN']",17,False,6,3,3,2,1,0,0,0,0,"[u'ROOT', u'nsubj', u'nsubj', u'aux', u'det', u'dobj', u'case', u'nmod:on', u'cc', u'conj:and', u'det', u'dobj', u'case', u'nmod:on', u'cc', u'nmod:on', u'conj:and', u'case', u'nmod:on']",False
7539-9,2,director,E,"[u'NN', u'.', u'JJ', u'.', u'DT', u'VBZ', u'NN', u'CD']",8,False,2,0,1,1,0,1,0,1,0,"[u'ROOT', u'punct', u'ROOT', u'punct', u'ROOT', u'nsubj', u'cop', u'nummod']",False
7539-9,2,director,None,"[u'PRP', u'VBZ', u'IN', u'IN', u'DT', u'NN', u'IN', u'DT', u'NN', u'.']",10,False,2,3,1,2,1,0,0,0,0,"[u'ROOT', u'nsubj', u'cop', u'case', u'case', u'det', u'case', u'det', u'nmod:of', u'punct']",False
7539-9,2,director,E,"[u'RB', u'CD']",2,False,0,0,0,0,0,0,1,1,0,"[u'ROOT', u'nummod']",False
7539-9,2,matcher,B,"[u'VBZ', u'NN', u'#', u'CD']",4,False,1,0,1,0,0,0,0,1,0,"[u'ROOT', u'dep', u'compound', u'amod']",False
7539-9,2,director,B,"[u'NN', u'VBZ', u'CD']",3,False,1,0,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop']",False
7539-9,2,matcher,None,"[u'#', u'CD', u'VBZ', u'PRP', u'NN', u'VBG', u'IN', u'NN']",8,False,2,1,2,0,1,0,0,1,0,"[u'ROOT', u'dep', u'nsubj', u'cop', u'dep', u'acl', u'case', u'nmod:for']",True
7539-9,2,director,D,"[u'NNS', u'NN', u'CD', u'.', u'NN', u'IN', u'NN', u'.']",8,False,4,1,0,0,0,0,0,1,0,"[u'ROOT', u'dep', u'nummod', u'punct', u'ROOT', u'case', u'nmod:with', u'punct']",False
7539-9,2,director,D,"[u'RB', u'CD']",2,False,0,0,0,0,0,0,1,1,0,"[u'ROOT', u'nummod']",False
7539-9,2,matcher,None,"[u'CD', u'VBZ', u'NN', u'VBG', u'IN', u'NN', u'NN', u',', u'CC', u'CD', u'VBZ', u'NN', u'NN', u'VBG', u'IN', u'NN', u'VBD']",17,False,6,2,5,0,0,0,0,2,0,"[u'ROOT', u'nsubj', u'cop', u'acl', u'case', u'compound', u'nmod:for', u'punct', u'cc', u'nsubj', u'cop', u'compound', u'conj:and', u'acl', u'case', u'nmod:for', u'acl']",True
7539-9,2,director,C,"[u'CD', u'VBZ', u'DT', u'NN', u'WP', u'VBZ', u'IN', u'PRP', u'VBZ', u'VBG', u'``', u'WRB', u""''"", u'IN', u'PRP$', u'NNS', u'RP', u'IN', u'DT', u'NN']",20,False,3,3,4,2,3,0,2,1,0,"[u'ROOT', u'nsubj', u'cop', u'det', u'nsubj', u'ref', u'acl:relcl', u'mark', u'nsubj', u'aux', u'advcl:like', u'punct', u'dobj', u'punct', u'case', u'nmod:poss', u'nmod:with', u'advmod', u'case', u'det', u'nmod:in']",True
7539-9,2,matcher,None,"[u'NN', u'NN', u'PRP']",3,False,2,0,0,0,1,0,0,0,0,"[u'ROOT', u'dobj', u'nsubj']",False
7539-9,2,matcher,F,"[u'CD', u'VBZ', u'NN', u'IN', u'NN']",5,False,2,1,1,0,0,0,0,1,0,"[u'ROOT', u'nsubj', u'cop', u'case', u'nmod:against']",False
7539-9,2,director,None,[u'NN'],1,False,1,0,0,0,0,0,0,0,0,[u'ROOT'],False
7539-9,2,matcher,None,"[u'CD', u'FW', u'VBP', u'NN', u'VBG', u'IN', u'NN', u'IN', u'NNS', u'JJR']",10,False,3,2,2,0,0,1,0,1,1,"[u'ROOT', u'nummod', u'nsubj', u'dobj', u'acl', u'case', u'nmod:for', u'case', u'compound', u'nmod:with']",True
7539-9,2,matcher,None,"[u'DT', u'NN']",2,False,1,0,0,1,0,0,0,0,0,"[u'ROOT', u'neg']",False
